Country or Area Code,Country or Area,Year,Value,Value Footnotes,
KGZ,Kyrgyzstan,2012,21.72350899,1,
KGZ,Kyrgyzstan,2011,20,1,
KGZ,Kyrgyzstan,2010,18.4,1,
KGZ,Kyrgyzstan,2009,17,1,
KGZ,Kyrgyzstan,2008,15.7,,
KGZ,Kyrgyzstan,2007,14.03,275,
KGZ,Kyrgyzstan,2006,12.306907,,
KGZ,Kyrgyzstan,2005,10.53380134,,
KGZ,Kyrgyzstan,2004,5.090385307,,
KGZ,Kyrgyzstan,2003,3.908766268,,
KGZ,Kyrgyzstan,2002,2.99926518,,
KGZ,Kyrgyzstan,2001,3.002941327,,
KGZ,Kyrgyzstan,2000,1.041401145,,
KGZ,Kyrgyzstan,1999,0.20471135,,
KGZ,Kyrgyzstan,1998,0.072808334,,
KGZ,Kyrgyzstan,1990,0,,
LAO,Lao P.D.R.,2012,10.74767619,1,
LAO,Lao P.D.R.,2011,9,77,
LAO,Lao P.D.R.,2010,7,276,
LAO,Lao P.D.R.,2009,6,276,
LAO,Lao P.D.R.,2008,3.55,276,
LAO,Lao P.D.R.,2007,1.64,276,
LAO,Lao P.D.R.,2006,1.169893428,,
LAO,Lao P.D.R.,2005,0.85035749,,
LAO,Lao P.D.R.,2004,0.36143449,,
LAO,Lao P.D.R.,2003,0.333912466,,
LAO,Lao P.D.R.,2002,0.267899241,,
LAO,Lao P.D.R.,2001,0.181664461,,
LAO,Lao P.D.R.,2000,0.111044032,,
LAO,Lao P.D.R.,1999,0.037780708,,
LAO,Lao P.D.R.,1998,0.009657814,,
LAO,Lao P.D.R.,1990,0,,
LVA,Latvia,2012,74,23,
LVA,Latvia,2011,71.68,23,
LVA,Latvia,2010,68.42,23,
LVA,Latvia,2009,66.84,23,
LVA,Latvia,2008,63.41,277,
LVA,Latvia,2007,59.17,23,
LVA,Latvia,2006,53.63,23,
LVA,Latvia,2005,46,23,
LVA,Latvia,2004,38.58,23,
LVA,Latvia,2003,26.98,1,
LVA,Latvia,2002,21.94,1,
LVA,Latvia,2001,7.219345808,278,
LVA,Latvia,2000,6.319062083,278,
LVA,Latvia,1999,4.387409055,278,
LVA,Latvia,1998,3.315267886,278,
LVA,Latvia,1997,2.053454712,278,
LVA,Latvia,1996,0.812717072,278,
LVA,Latvia,1990,0,278,
LBN,Lebanon,2012,61.24978572,1,
LBN,Lebanon,2011,52,279,
LBN,Lebanon,2010,43.68,280,
LBN,Lebanon,2009,30.14,280,
LBN,Lebanon,2008,22.53,281,
LBN,Lebanon,2007,18.74,282,
LBN,Lebanon,2006,15,1,
LBN,Lebanon,2005,10.14,283,
LBN,Lebanon,2004,9,1,
LBN,Lebanon,2003,8,1,
LBN,Lebanon,2002,7,1,
LBN,Lebanon,2001,6.783219775,284,
LBN,Lebanon,2000,7.952743736,284,
LBN,Lebanon,1999,5.376809498,284,
LBN,Lebanon,1998,2.722352199,284,
LBN,Lebanon,1997,1.241079739,284,
LBN,Lebanon,1996,0.140166939,284,
LBN,Lebanon,1995,0.071617991,284,
LBN,Lebanon,1990,0,284,
LSO,Lesotho,2012,4.58961763,1,
LSO,Lesotho,2011,4.2248,1,
LSO,Lesotho,2010,3.86,1,
LSO,Lesotho,2009,3.72,285,
LSO,Lesotho,2008,3.58,285,
LSO,Lesotho,2007,3.44543126,286,
LSO,Lesotho,2006,2.979708187,286,
LSO,Lesotho,2005,2.580245484,1,
LSO,Lesotho,2004,2.175524339,286,
LSO,Lesotho,2003,1.53249659,286,
LSO,Lesotho,2002,1.083943137,286,
LSO,Lesotho,2001,0.261150063,287,
LSO,Lesotho,2000,0.21180607,287,
LSO,Lesotho,1999,0.05380446,287,
LSO,Lesotho,1998,0.010956533,287,
LSO,Lesotho,1997,0.005584433,287,
LSO,Lesotho,1996,0.00284594,287,
LSO,Lesotho,1990,0,287,
LBR,Liberia,2012,3.7941,1,
LBR,Liberia,2011,3,1,
LBR,Liberia,2010,2.3,288,
LBR,Liberia,2009,0.51,1,
LBR,Liberia,2008,0.53,1,
LBR,Liberia,2007,0.551376581,1,
LBR,Liberia,2004,0.031011185,1,
LBR,Liberia,2003,0.031868935,1,
LBR,Liberia,2002,0.032713307,,
LBR,Liberia,2001,0.033812227,,
LBR,Liberia,2000,0.017702706,,
LBR,Liberia,1999,0.011328732,,
LBR,Liberia,1998,0.004099387,,
LBR,Liberia,1997,0.004489443,,
LBR,Liberia,1990,0,,
LBY,Libya,2011,14,1,
LBY,Libya,2010,14,1,
LBY,Libya,2009,10.8,1,
LBY,Libya,2008,9,1,
LBY,Libya,2007,4.721999379,289,
LBY,Libya,2006,4.301051789,1,
LBY,Libya,2005,3.917787977,1,
LBY,Libya,2004,3.532838162,289,
LBY,Libya,2003,2.814517987,289,
LBY,Libya,2002,2.244418222,289,
LBY,Libya,2001,0.366533175,289,
LBY,Libya,2000,0.187042622,289,
LBY,Libya,1999,0.133617289,289,
LBY,Libya,1990,0,289,
LIE,Liechtenstein,2012,89.4077,1,
LIE,Liechtenstein,2011,85,290,
LIE,Liechtenstein,2010,80,1,
LIE,Liechtenstein,2009,75,1,
LIE,Liechtenstein,2008,70,1,
LIE,Liechtenstein,2007,65.08021844,1,
LIE,Liechtenstein,2006,64.21416136,,
LIE,Liechtenstein,2005,63.37135615,,
LIE,Liechtenstein,2004,64.00744814,,
LIE,Liechtenstein,2003,58.80969184,,
LIE,Liechtenstein,2002,59.47071067,,
LIE,Liechtenstein,2001,45.11685265,,
LIE,Liechtenstein,2000,36.51522989,,
LIE,Liechtenstein,1990,0,,
LTU,Lithuania,2012,68,23,
LTU,Lithuania,2011,65.05,291,
LTU,Lithuania,2010,62.12,292,
LTU,Lithuania,2009,59.76,291,
LTU,Lithuania,2008,55.22,291,
LTU,Lithuania,2007,49.9,291,
LTU,Lithuania,2006,43.9,291,
LTU,Lithuania,2005,36.22,291,
LTU,Lithuania,2004,31.23,291,
LTU,Lithuania,2003,25.91,25,
LTU,Lithuania,2002,17.69,25,
LTU,Lithuania,2001,7.179356994,293,
LTU,Lithuania,2000,6.427067495,293,
LTU,Lithuania,1999,2.9230547,294,
LTU,Lithuania,1998,1.972063745,294,
LTU,Lithuania,1997,0.978422157,294,
LTU,Lithuania,1996,0.277421291,293,
LTU,Lithuania,1990,0,293,
LUX,Luxembourg,2012,92,23,
LUX,Luxembourg,2011,90.89,23,
LUX,Luxembourg,2010,90.62,23,
LUX,Luxembourg,2009,87.31,23,
LUX,Luxembourg,2008,82.23,295,
LUX,Luxembourg,2007,78.92,23,
LUX,Luxembourg,2006,72.51,23,
LUX,Luxembourg,2005,70,23,
LUX,Luxembourg,2004,65.88,23,
LUX,Luxembourg,2003,54.55,23,
LUX,Luxembourg,2002,39.84,198,
LUX,Luxembourg,2001,36.16342251,296,
LUX,Luxembourg,2000,22.88732797,297,
LUX,Luxembourg,1999,17.3879578,297,
LUX,Luxembourg,1998,11.74555372,297,
LUX,Luxembourg,1997,7.142704085,297,
LUX,Luxembourg,1996,5.551653306,297,
LUX,Luxembourg,1995,1.590941911,297,
LUX,Luxembourg,1994,0.496486119,297,
LUX,Luxembourg,1993,0.302155121,297,
LUX,Luxembourg,1992,0.153198791,297,
LUX,Luxembourg,1990,0,297,
MAC,"Macao, China",2012,64.2727,1,
MAC,"Macao, China",2011,60.2,298,
MAC,"Macao, China",2010,55.198,299,
MAC,"Macao, China",2009,54,299,
MAC,"Macao, China",2008,49.24,299,
MAC,"Macao, China",2007,47.327,300,
MAC,"Macao, China",2006,46.4,301,
MAC,"Macao, China",2005,34.86292717,302,
MAC,"Macao, China",2004,31.48409738,302,
MAC,"Macao, China",2003,25.74212398,302,
MAC,"Macao, China",2002,25.17188016,302,
MAC,"Macao, China",2001,22.52121677,302,
MAC,"Macao, China",2000,13.60858974,302,
MAC,"Macao, China",1999,9.212005085,302,
MAC,"Macao, China",1998,7.003324245,302,
MAC,"Macao, China",1997,2.364127672,302,
MAC,"Macao, China",1996,0.727273598,302,
MAC,"Macao, China",1995,0.280014086,302,
MAC,"Macao, China",1994,0.036993376,302,
MAC,"Macao, China",1990,0,302,
MDG,Madagascar,2012,2.0549,1,
MDG,Madagascar,2011,1.9,1,
MDG,Madagascar,2010,1.7,1,
MDG,Madagascar,2009,1.63,1,
MDG,Madagascar,2008,1.65,1,
MDG,Madagascar,2007,0.65,1,
MDG,Madagascar,2006,0.607552239,1,
MDG,Madagascar,2005,0.567721802,1,
MDG,Madagascar,2004,0.525353655,1,
MDG,Madagascar,2003,0.423252419,1,
MDG,Madagascar,2002,0.339720155,,
MDG,Madagascar,2001,0.222511586,,
MDG,Madagascar,2000,0.196394691,,
MDG,Madagascar,1999,0.168608781,,
MDG,Madagascar,1998,0.062561023,,
MDG,Madagascar,1997,0.014333647,,
MDG,Madagascar,1996,0.003695196,,
MDG,Madagascar,1990,0,,
MWI,Malawi,2012,4.3506,1,
MWI,Malawi,2011,3.33,303,
MWI,Malawi,2010,2.26,303,
MWI,Malawi,2009,1.07,303,
MWI,Malawi,2008,0.7,303,
MWI,Malawi,2007,0.965864737,304,
MWI,Malawi,2006,0.42513749,,
MWI,Malawi,2005,0.384489334,,
MWI,Malawi,2004,0.347505335,,
MWI,Malawi,2003,0.278815116,,
MWI,Malawi,2002,0.215094727,,
MWI,Malawi,2001,0.164020725,,
MWI,Malawi,2000,0.126780945,,
MWI,Malawi,1999,0.087278755,,
MWI,Malawi,1998,0.018057365,,
MWI,Malawi,1997,0.004668518,,
MWI,Malawi,1990,0,,
MYS,Malaysia,2012,65.8,305,
MYS,Malaysia,2011,61,305,
MYS,Malaysia,2010,56.3,305,
MYS,Malaysia,2009,55.9,306,
MYS,Malaysia,2008,55.8,306,
MYS,Malaysia,2007,55.7,307,
MYS,Malaysia,2006,51.63798899,308,
MYS,Malaysia,2005,48.62917025,308,
MYS,Malaysia,2004,42.25226563,308,
MYS,Malaysia,2003,34.97115234,308,
MYS,Malaysia,2002,32.33820434,308,
MYS,Malaysia,2001,26.6959725,308,
MYS,Malaysia,2000,21.38473116,308,
MYS,Malaysia,1999,12.3055022,308,
MYS,Malaysia,1998,6.751770483,308,
MYS,Malaysia,1997,2.307393234,308,
MYS,Malaysia,1996,0.852044466,308,
MYS,Malaysia,1995,0.145673837,1,
MYS,Malaysia,1994,0.099607417,1,
MYS,Malaysia,1993,0.025538478,1,
MYS,Malaysia,1992,0.001047822,1,
MYS,Malaysia,1990,0,1,
MDV,Maldives,2012,38.9301,1,
MDV,Maldives,2011,34,1,
MDV,Maldives,2010,26.53,309,
MDV,Maldives,2009,24.8,310,
MDV,Maldives,2008,23.2,310,
MDV,Maldives,2007,16.3,310,
MDV,Maldives,2006,11.03635278,311,
MDV,Maldives,2005,6.869605067,311,
MDV,Maldives,2004,6.588254875,312,
MDV,Maldives,2003,5.97659285,312,
MDV,Maldives,2002,5.347765169,312,
MDV,Maldives,2001,3.617290649,312,
MDV,Maldives,2000,2.203872939,313,
MDV,Maldives,1999,1.119908615,313,
MDV,Maldives,1998,0.569627464,313,
MDV,Maldives,1997,0.309444238,314,
MDV,Maldives,1996,0.22693009,314,
MDV,Maldives,1995,0,314,
MDV,Maldives,1994,0,314,
MDV,Maldives,1993,0,314,
MDV,Maldives,1992,0,314,
MDV,Maldives,1991,0,314,
MDV,Maldives,1990,0,314,
MDV,Maldives,1989,0,314,
MDV,Maldives,1988,0,314,
MDV,Maldives,1987,0,314,
MDV,Maldives,1986,0,314,
MDV,Maldives,1985,0,314,
MDV,Maldives,1984,0,314,
MDV,Maldives,1983,0,314,
MDV,Maldives,1982,0,314,
MDV,Maldives,1981,0,314,
MDV,Maldives,1980,0,314,
MDV,Maldives,1979,0,314,
MDV,Maldives,1978,0,314,
MDV,Maldives,1977,0,314,
MDV,Maldives,1976,0,314,
MDV,Maldives,1975,0,314,
MDV,Maldives,1970,0,314,
MDV,Maldives,1965,0,314,
MDV,Maldives,1960,0,314,
MLI,Mali,2012,2.1689,1,
MLI,Mali,2011,2,315,
MLI,Mali,2010,1.9,1,
MLI,Mali,2009,1.8,1,
MLI,Mali,2008,1.57,316,
MLI,Mali,2007,0.81,316,
MLI,Mali,2006,0.729627281,,
MLI,Mali,2005,0.507063136,,
MLI,Mali,2004,0.43281964,,
MLI,Mali,2003,0.310364443,,
MLI,Mali,2002,0.227045578,,
MLI,Mali,2001,0.185897413,,
MLI,Mali,2000,0.142545755,,
MLI,Mali,1999,0.060909873,,
MLI,Mali,1998,0.019793888,,
MLI,Mali,1997,0.010085919,,
MLI,Mali,1996,0.002055228,,
MLI,Mali,1990,0,,
MLT,Malta,2012,70,317,
MLT,Malta,2011,69.22,23,
MLT,Malta,2010,63,318,
MLT,Malta,2009,58.86,23,
MLT,Malta,2008,50.08,23,
MLT,Malta,2007,46.9,23,
MLT,Malta,2006,40.41,23,
MLT,Malta,2005,41.24,23,
MLT,Malta,2004,34.62,319,
MLT,Malta,2003,31.64,319,
MLT,Malta,2002,28.92,319,
MLT,Malta,2001,17.87784832,319,
MLT,Malta,2000,13.11370871,319,
MLT,Malta,1999,7.759798038,319,
MLT,Malta,1998,6.500783995,320,
MLT,Malta,1997,3.920605132,320,
MLT,Malta,1996,1.051527475,320,
MLT,Malta,1995,0.224995699,320,
MLT,Malta,1990,0,320,
MHL,Marshall Islands,2012,10,1,
MHL,Marshall Islands,2011,8.06,1,
MHL,Marshall Islands,2010,7,1,
MHL,Marshall Islands,2009,5.6,1,
MHL,Marshall Islands,2008,4.6,1,
MHL,Marshall Islands,2007,3.95,1,
MHL,Marshall Islands,2006,3.795590214,321,
MHL,Marshall Islands,2005,3.878702398,321,
MHL,Marshall Islands,2004,3.599776814,321,
MHL,Marshall Islands,2003,2.569750367,321,
MHL,Marshall Islands,2002,2.335444575,321,
MHL,Marshall Islands,2001,1.706614078,321,
MHL,Marshall Islands,2000,1.534271796,321,
MHL,Marshall Islands,1999,0.966071567,321,
MHL,Marshall Islands,1996,0.037059432,321,
MHL,Marshall Islands,1995,0,321,
MHL,Marshall Islands,1994,0,321,
MHL,Marshall Islands,1993,0,321,
MHL,Marshall Islands,1992,0,321,
MHL,Marshall Islands,1991,0,321,
MHL,Marshall Islands,1990,0,321,
MRT,Mauritania,2012,5.3691,1,
MRT,Mauritania,2011,4.5,1,
MRT,Mauritania,2010,4,1,
MRT,Mauritania,2009,2.28,1,
MRT,Mauritania,2008,1.87,1,
MRT,Mauritania,2007,1.433613196,1,
MRT,Mauritania,2006,0.979661253,,
MRT,Mauritania,2005,0.669966475,,
MRT,Mauritania,2004,0.481470438,,
MRT,Mauritania,2003,0.424004896,,
MRT,Mauritania,2002,0.363229415,,
MRT,Mauritania,2001,0.261448552,,
MRT,Mauritania,2000,0.192031462,,
MRT,Mauritania,1999,0.118464464,,
MRT,Mauritania,1998,0.040594795,,
MRT,Mauritania,1997,0.004172527,,
MRT,Mauritania,1990,0,,
MUS,Mauritius,2012,41.3946,1,
MUS,Mauritius,2011,34.95,1,
MUS,Mauritius,2010,28.33,322,
MUS,Mauritius,2009,22.51,323,
MUS,Mauritius,2008,21.81,324,
MUS,Mauritius,2007,20.22,323,
MUS,Mauritius,2006,16.7,324,
MUS,Mauritius,2005,15.17222875,1,
MUS,Mauritius,2004,13.68908859,1,
MUS,Mauritius,2003,12.1871062,1,
MUS,Mauritius,2002,10.25262467,325,
MUS,Mauritius,2001,8.780904019,326,
MUS,Mauritius,2000,7.281535115,326,
MUS,Mauritius,1999,4.652213227,326,
MUS,Mauritius,1998,2.565279962,326,
MUS,Mauritius,1997,0.475629193,326,
MUS,Mauritius,1996,0.183769158,326,
MUS,Mauritius,1990,0,326,
MEX,Mexico,2012,38.42,327,
MEX,Mexico,2011,34.96,327,
MEX,Mexico,2010,31.05,328,
MEX,Mexico,2009,26.34,328,
MEX,Mexico,2008,21.71,328,
MEX,Mexico,2007,20.81,329,
MEX,Mexico,2006,19.52,330,
MEX,Mexico,2005,17.21,330,
MEX,Mexico,2004,14.1,331,
MEX,Mexico,2003,12.9,332,
MEX,Mexico,2002,11.9,331,
MEX,Mexico,2001,7.038023117,333,
MEX,Mexico,2000,5.081384153,334,
MEX,Mexico,1999,1.857436221,335,
MEX,Mexico,1998,1.265783278,335,
MEX,Mexico,1997,0.62731154,335,
MEX,Mexico,1996,0.20040628,335,
MEX,Mexico,1995,0.10256419,335,
MEX,Mexico,1994,0.043339167,335,
MEX,Mexico,1993,0.028305042,335,
MEX,Mexico,1992,0.01730781,335,
MEX,Mexico,1991,0.005880695,335,
MEX,Mexico,1990,0,335,
FSM,Micronesia (Fed. States of),2012,25.974423,1,
FSM,Micronesia (Fed. States of),2011,22.8,1,
FSM,Micronesia (Fed. States of),2010,20,1,
FSM,Micronesia (Fed. States of),2009,15.35,336,
FSM,Micronesia (Fed. States of),2008,14.49,336,
FSM,Micronesia (Fed. States of),2007,13.62113273,1,
FSM,Micronesia (Fed. States of),2006,12.75033925,,
FSM,Micronesia (Fed. States of),2005,11.8813691,,
FSM,Micronesia (Fed. States of),2004,11.01786731,,
FSM,Micronesia (Fed. States of),2003,9.2325021,,
FSM,Micronesia (Fed. States of),2002,5.570099705,,
FSM,Micronesia (Fed. States of),2001,4.660527199,,
FSM,Micronesia (Fed. States of),2000,3.734862137,,
FSM,Micronesia (Fed. States of),1999,2.797594069,,
FSM,Micronesia (Fed. States of),1998,1.858718785,,
FSM,Micronesia (Fed. States of),1997,0.570676845,,
FSM,Micronesia (Fed. States of),1996,0.278037795,,
FSM,Micronesia (Fed. States of),1990,0,,
MDA,Moldova,2012,43.37,1,
MDA,Moldova,2011,38,337,
MDA,Moldova,2010,32.3,1,
MDA,Moldova,2009,27.5,1,
MDA,Moldova,2008,23.39,338,
MDA,Moldova,2007,20.45,337,
MDA,Moldova,2006,19.62064771,337,
MDA,Moldova,2005,14.63027046,337,
MDA,Moldova,2004,10.62939084,,
MDA,Moldova,2003,7.407544584,,
MDA,Moldova,2002,3.787242799,,
MDA,Moldova,2001,1.487812952,,
MDA,Moldova,2000,1.282846417,,
MDA,Moldova,1999,0.600695269,,
MDA,Moldova,1998,0.260818206,,
MDA,Moldova,1997,0.028128808,,
MDA,Moldova,1996,0.004643901,,
MDA,Moldova,1995,0.003457217,,
MDA,Moldova,1994,0.000825391,,
MDA,Moldova,1990,0,,
MNG,Mongolia,2012,16.4,339,
MNG,Mongolia,2011,12.5,340,
MNG,Mongolia,2010,10.2,340,
MNG,Mongolia,2009,10,341,
MNG,Mongolia,2008,9.8,341,
MNG,Mongolia,2007,9,1,
MNG,Mongolia,2002,2.039572603,,
MNG,Mongolia,2001,1.653238239,,
MNG,Mongolia,2000,1.255652004,,
MNG,Mongolia,1999,0.50847156,,
MNG,Mongolia,1998,0.145810542,,
MNG,Mongolia,1997,0.112742554,,
MNG,Mongolia,1996,0.018160749,,
MNG,Mongolia,1995,0.008811225,,
MNG,Mongolia,1990,0,,
MNE,Montenegro,2012,56.83878255,342,
MNE,Montenegro,2011,40,343,
MNE,Montenegro,2010,37.5,1,
MNE,Montenegro,2009,35.1,1,
MNE,Montenegro,2008,32.9,1,
MNE,Montenegro,2007,30.8,1,
MNE,Montenegro,2006,28.9,1,
MNE,Montenegro,2005,27.1,1,
MNE,Montenegro,2004,25.3500686,344,
MAR,Morocco,2012,55,345,
MAR,Morocco,2011,53,345,
MAR,Morocco,2010,52,346,
MAR,Morocco,2009,41.3,347,
MAR,Morocco,2008,33.1,348,
MAR,Morocco,2007,21.5,348,
MAR,Morocco,2006,19.77119157,349,
MAR,Morocco,2005,15.08444452,349,
MAR,Morocco,2004,11.60793477,349,
MAR,Morocco,2003,3.353366681,350,
MAR,Morocco,2002,2.373253192,350,
MAR,Morocco,2001,1.371438101,350,
MAR,Morocco,2000,0.693791245,350,
MAR,Morocco,1999,0.175595345,351,
MAR,Morocco,1998,0.142300767,351,
MAR,Morocco,1997,0.021635203,351,
MAR,Morocco,1996,0.005675444,352,
MAR,Morocco,1995,0.003710492,351,
MAR,Morocco,1990,0,351,
MOZ,Mozambique,2012,4.8491,1,
MOZ,Mozambique,2011,4.3,1,
MOZ,Mozambique,2010,4.17,353,
MOZ,Mozambique,2009,2.68,354,
MOZ,Mozambique,2008,1.56,354,
MOZ,Mozambique,2007,0.91,354,
MOZ,Mozambique,2006,0.842954488,355,
MOZ,Mozambique,2005,0.854357118,1,
MOZ,Mozambique,2004,0.679447835,355,
MOZ,Mozambique,2003,0.419538844,355,
MOZ,Mozambique,2002,0.259612611,356,
MOZ,Mozambique,2001,0.160031947,356,
MOZ,Mozambique,2000,0.10959253,356,
MOZ,Mozambique,1999,0.056250629,356,
MOZ,Mozambique,1998,0.020197055,356,
MOZ,Mozambique,1997,0.011842611,356,
MOZ,Mozambique,1996,0.003042979,356,
MOZ,Mozambique,1990,0,356,
MMR,Myanmar,2012,1.0691,1,
MMR,Myanmar,2011,0.98,357,
MMR,Myanmar,2010,0.25,357,
MMR,Myanmar,2009,0.22,1,
MMR,Myanmar,2008,0.22,357,
MMR,Myanmar,2007,0.217128445,358,
MMR,Myanmar,2006,0.182048331,358,
MMR,Myanmar,2005,0.065238856,,
MMR,Myanmar,2004,0.024337392,,
MMR,Myanmar,2003,0.024064149,,
MMR,Myanmar,2002,0.000426494,,
MMR,Myanmar,2001,0.000289277,,
MMR,Myanmar,1999,0.000151709,,
MMR,Myanmar,1990,0,,
NAM,Namibia,2012,12.9414,1,
NAM,Namibia,2011,12,1,
NAM,Namibia,2010,11.6,359,
NAM,Namibia,2009,6.5,1,
NAM,Namibia,2008,5.329003772,360,
NAM,Namibia,2007,4.835610778,360,
NAM,Namibia,2006,4.398870647,360,
NAM,Namibia,2005,4.010046644,1,
NAM,Namibia,2004,3.804715615,360,
NAM,Namibia,2003,3.359839886,360,
NAM,Namibia,2002,2.633699769,360,
NAM,Namibia,2001,2.416979442,361,
NAM,Namibia,2000,1.644739547,361,
NAM,Namibia,1999,0.336217708,361,
NAM,Namibia,1998,0.286745093,361,
NAM,Namibia,1997,0.058750679,361,
NAM,Namibia,1996,0.009032145,361,
NAM,Namibia,1995,0.006172051,361,
NAM,Namibia,1990,0,361,
NRU,Nauru,2011,54,362,
NRU,Nauru,2001,2.987155233,,
NRU,Nauru,1990,0,,
NPL,Nepal,2012,11.1493,1,
NPL,Nepal,2011,9,363,
NPL,Nepal,2010,7.93,363,
NPL,Nepal,2009,1.97,364,
NPL,Nepal,2008,1.73,364,
NPL,Nepal,2007,1.41,364,
NPL,Nepal,2006,1.141389164,365,
NPL,Nepal,2005,0.826551266,365,
NPL,Nepal,2004,0.449843651,365,
NPL,Nepal,2003,0.382810917,365,
NPL,Nepal,2002,0.31295606,366,
NPL,Nepal,2001,0.240015303,367,
NPL,Nepal,2000,0.204651684,366,
NPL,Nepal,1999,0.146668869,366,
NPL,Nepal,1998,0.064393596,366,
NPL,Nepal,1997,0.021998858,366,
NPL,Nepal,1996,0.004510473,366,
NPL,Nepal,1995,0.000924878,366,
NPL,Nepal,1994,0,366,
NPL,Nepal,1993,0,366,
NPL,Nepal,1992,0,366,
NPL,Nepal,1991,0,366,
NPL,Nepal,1990,0,366,
NPL,Nepal,1989,0,366,
NLD,Netherlands,2012,93,23,
NLD,Netherlands,2011,92.3,291,
NLD,Netherlands,2010,90.72,291,
NLD,Netherlands,2009,89.63,291,
NLD,Netherlands,2008,87.42,291,
NLD,Netherlands,2007,85.82,291,
NLD,Netherlands,2006,83.7,291,
NLD,Netherlands,2005,81,291,
NLD,Netherlands,2004,68.52,25,
NLD,Netherlands,2003,64.35,25,
NLD,Netherlands,2002,61.29,25,
NLD,Netherlands,2001,49.37306211,368,
NLD,Netherlands,2000,43.98435137,369,
NLD,Netherlands,1999,39.17600725,369,
NLD,Netherlands,1998,22.24382769,369,
NLD,Netherlands,1997,14.0655114,369,
NLD,Netherlands,1996,9.649069145,369,
NLD,Netherlands,1995,6.47315766,369,
NLD,Netherlands,1994,3.257308831,369,
NLD,Netherlands,1993,1.967087737,369,
NLD,Netherlands,1992,1.320008028,369,
NLD,Netherlands,1991,0.531496128,369,
NLD,Netherlands,1990,0.334386942,369,
ANT,Netherlands Antilles,1999,1.099426649,,
ANT,Netherlands Antilles,1996,0.264737962,,
ANT,Netherlands Antilles,1990,0,,
NCL,New Caledonia,2012,58,1,
NCL,New Caledonia,2011,50,1,
NCL,New Caledonia,2010,42,1,
NCL,New Caledonia,2009,33.99,370,
NCL,New Caledonia,2008,34.51,370,
NCL,New Caledonia,2007,35.05,370,
NCL,New Caledonia,2006,33.51571468,182,
NCL,New Caledonia,2005,32.35901475,182,
NCL,New Caledonia,2004,30.29804621,182,
NCL,New Caledonia,2003,26.40833447,182,
NCL,New Caledonia,2002,22.38979742,182,
NCL,New Caledonia,2001,18.23710978,182,
NCL,New Caledonia,2000,13.93954882,182,
NCL,New Caledonia,1999,5.688147323,182,
NCL,New Caledonia,1998,1.936042825,182,
NCL,New Caledonia,1997,0.989334969,182,
NCL,New Caledonia,1996,0.252983946,182,
NCL,New Caledonia,1995,0.005179013,182,
NCL,New Caledonia,1990,0,182,
NZL,New Zealand,2012,89.5109,1,
NZL,New Zealand,2011,86,371,
NZL,New Zealand,2010,83,372,
NZL,New Zealand,2009,79.7,373,
NZL,New Zealand,2008,72.03,374,
NZL,New Zealand,2007,69.76,374,
NZL,New Zealand,2006,69,373,
NZL,New Zealand,2005,62.72021237,1,
NZL,New Zealand,2004,61.84762781,1,
NZL,New Zealand,2003,60.96253987,1,
NZL,New Zealand,2002,59.08075328,1,
NZL,New Zealand,2001,53.24101529,1,
NZL,New Zealand,2000,47.37955654,1,
NZL,New Zealand,1999,41.49448266,1,
NZL,New Zealand,1998,31.63626081,1,
NZL,New Zealand,1997,14.6015244,1,
NZL,New Zealand,1996,8.041899368,1,
NZL,New Zealand,1995,4.88424078,1,
NZL,New Zealand,1994,3.168718848,1,
NZL,New Zealand,1993,0.631215367,1,
NZL,New Zealand,1992,0.285941241,1,
NZL,New Zealand,1990,0,1,
NIC,Nicaragua,2012,13.5,1,
NIC,Nicaragua,2011,10.6,375,
NIC,Nicaragua,2010,10,1,
NIC,Nicaragua,2009,7.3,1,
NIC,Nicaragua,2008,5.3,1,
NIC,Nicaragua,2007,3.9,1,
NIC,Nicaragua,2006,2.805573063,,
NIC,Nicaragua,2005,2.566351177,,
NIC,Nicaragua,2004,2.320664609,,
NIC,Nicaragua,2003,1.880412532,,
NIC,Nicaragua,2002,1.714729584,,
NIC,Nicaragua,2001,1.448799428,,
NIC,Nicaragua,2000,0.980216487,,
NIC,Nicaragua,1999,0.497901643,,
NIC,Nicaragua,1998,0.303808975,,
NIC,Nicaragua,1997,0.206216818,,
NIC,Nicaragua,1996,0.084093291,,
NIC,Nicaragua,1995,0.030046478,,
NIC,Nicaragua,1994,0.013166228,,
NIC,Nicaragua,1990,0,,
NER,Niger,2012,1.4077,1,
NER,Niger,2011,1.3,376,
NER,Niger,2010,0.83,1,
NER,Niger,2009,0.76,376,
NER,Niger,2008,0.7,377,
NER,Niger,2007,0.39039062,1,
NER,Niger,2006,0.294033977,1,
NER,Niger,2005,0.221341351,1,
NER,Niger,2004,0.189933734,1,
NER,Niger,2003,0.155698704,1,
NER,Niger,2002,0.127152469,,
NER,Niger,2001,0.105185431,,
NER,Niger,2000,0.036261294,,
NER,Niger,1999,0.028136022,,
NER,Niger,1998,0.002911503,,
NER,Niger,1997,0.002008766,,
NER,Niger,1996,0.001039305,,
NER,Niger,1990,0,,
NGA,Nigeria,2012,32.8763,1,
NGA,Nigeria,2011,28.43,378,
NGA,Nigeria,2010,24,1,
NGA,Nigeria,2009,20,1,
NGA,Nigeria,2008,15.86,378,
NGA,Nigeria,2007,6.77,1,
NGA,Nigeria,2006,5.545036083,379,
